id,gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth,in_cycle,rapid_transit,structuring_risk,turnaround_hours
100000003200071100,100000003200071100,peripheral,0.3,35,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 30,000 KZT out).",0,1,0.0,30000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000003265658100,100000003265658100,terminal,0.5,64,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000003349739100,100000003349739100,terminal,0.5,65,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000003684369100,100000003684369100,coordinator,1.0,12,0.597,"High betweenness (0.0023) bridging 86 counterparties across clusters. Volume: 12,437,091 KZT; return cycle detected.",24,62,3848436.0,8588655.0,0.0020202912084868667,2.2317260830113845,0,True,False,True,False,False,72.0
100000003770083100,100000003770083100,terminal,0.5,66,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000003975102100,100000003975102100,peripheral,0.3,2,0.1129,"Peripheral flow node with 3 active links (25,650 KZT in, 88,500 KZT out).",1,2,25650.0,88500.0,0.0003454652180169808,3.4502923976608186,0,True,False,False,False,False,-360.0
100000003977183100,100000003977183100,peripheral,0.3,6,0.1222,"Peripheral flow node with 6 active links (123,800 KZT in, 766,000 KZT out).",2,4,123800.0,766000.0,0.000331460381699444,6.187399030694669,0,True,False,True,False,False,-144.0
100000004007116100,100000004007116100,peripheral,0.3,39,0.1434,"Peripheral flow node with 7 active links (764,704 KZT in, 148,000 KZT out).",3,4,764704.0,148000.0,0.000627776957324843,0.19353893794200108,0,True,False,True,False,False,216.0
100000004019124100,100000004019124100,terminal,1.0,2,0.1652,"Genuine endpoint (depth 0): received 193,000 KZT from 3 payers with 0 outgoing transfers.",3,0,193000.0,0.0,0.0012028680902033705,0.0,0,True,False,False,False,False,
100000004021459100,100000004021459100,terminal,0.5,67,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004041163100,100000004041163100,peripheral,0.3,2,0.1897,"Peripheral flow node with 3 active links (50,000 KZT in, 866,000 KZT out).",1,2,50000.0,866000.0,0.0020847480556725217,17.32,0,True,False,True,False,False,-336.0
100000004174835100,100000004174835100,terminal,0.5,68,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004193835100,100000004193835100,peripheral,0.3,2,0.1175,"Peripheral flow node with 2 active links (47,000 KZT in, 5,000 KZT out).",1,1,47000.0,5000.0,0.0004699301396955852,0.10638297872340426,0,True,False,False,True,False,0.0
100000004269433100,100000004269433100,peripheral,0.3,2,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 1,372,000 KZT out).",0,1,0.0,1372000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004358004100,100000004358004100,peripheral,0.3,14,0.1095,"Peripheral flow node with 11 active links (0 KZT in, 980,850 KZT out).",0,11,0.0,980850.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004388983100,100000004388983100,peripheral,0.3,49,0.1017,"Peripheral flow node with 2 active links (0 KZT in, 450,816 KZT out).",0,2,0.0,450816.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004714705100,100000004714705100,peripheral,0.3,5,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 36,550 KZT out).",0,1,0.0,36550.0,0.0002855692942172909,,0,True,False,False,False,False,
100000004723755100,100000004723755100,peripheral,0.3,12,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 95,000 KZT out).",0,1,0.0,95000.0,0.0002855692942172909,,0,True,False,False,False,True,
100000004813068100,100000004813068100,peripheral,0.3,23,0.1026,"Peripheral flow node with 3 active links (0 KZT in, 297,000 KZT out).",0,3,0.0,297000.0,0.0002855692942172909,,0,True,False,False,False,True,
100000004971871100,100000004971871100,peripheral,0.3,47,0.1292,"Peripheral flow node with 2 active links (25,400 KZT in, 5,650 KZT out).",1,1,25400.0,5650.0,0.0007430293125206683,0.22244094488188976,0,True,False,True,False,True,72.0
100000005017150100,100000005017150100,terminal,0.5,69,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005087431100,100000005087431100,terminal,0.5,70,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005235389100,100000005235389100,terminal,0.5,71,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005264990100,100000005264990100,peripheral,0.3,5,0.1165,"Peripheral flow node with 3 active links (17,070 KZT in, 122,000 KZT out).",1,2,17070.0,122000.0,0.00036399621508450143,7.147041593438781,0,True,False,False,False,False,-168.0
100000005370580100,100000005370580100,terminal,0.5,11,0.111,"Genuine endpoint (depth 0): received 24,075 KZT from 1 payers with 0 outgoing transfers.",1,0,24075.0,0.0,0.00034596846648487345,0.0,0,True,False,False,False,False,
100000005382566100,100000005382566100,peripheral,0.3,2,0.241,"Peripheral flow node with 8 active links (393,066 KZT in, 50,000 KZT out).",7,1,393066.0,50000.0,0.002113262052157115,0.12720510041570626,0,True,False,True,False,False,240.0
100000005386383100,100000005386383100,peripheral,0.3,2,0.1291,"Peripheral flow node with 3 active links (37,500 KZT in, 29,000 KZT out).",2,1,37500.0,29000.0,0.0005243332756978218,0.7733333333333333,0,True,False,False,False,False,-144.0
100000005392290100,100000005392290100,peripheral,0.3,50,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 81,465 KZT out).",0,1,0.0,81465.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005395727100,100000005395727100,terminal,0.5,2,0.1121,"Genuine endpoint (depth 0): received 17,000 KZT from 1 payers with 0 outgoing transfers.",1,0,17000.0,0.0,0.0003712067299561801,0.0,0,True,False,False,False,False,
100000005409680100,100000005409680100,terminal,0.667,5,0.1319,"Genuine endpoint (depth 0): received 55,060 KZT from 2 payers with 0 outgoing transfers.",2,0,55060.0,0.0,0.000633528818793162,0.0,0,True,False,False,False,False,
100000005417257100,100000005417257100,peripheral,0.3,5,0.1017,"Peripheral flow node with 2 active links (0 KZT in, 106,000 KZT out).",0,2,0.0,106000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005454368100,100000005454368100,terminal,0.667,2,0.1214,"Genuine endpoint (depth 0): received 48,600 KZT from 2 payers with 0 outgoing transfers.",2,0,48600.0,0.0,0.00039419296320819405,0.0,0,True,False,False,False,False,
100000005480435100,100000005480435100,terminal,0.5,72,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005485830100,100000005485830100,peripheral,0.3,36,0.1043,"Peripheral flow node with 5 active links (0 KZT in, 275,885 KZT out).",0,5,0.0,275885.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005493505100,100000005493505100,terminal,1.0,11,0.1395,"Genuine endpoint (depth 0): received 62,020 KZT from 3 payers with 0 outgoing transfers.",3,0,62020.0,0.0,0.0006174200765778783,0.0,0,True,False,False,False,False,
100000005495722100,100000005495722100,terminal,0.5,73,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005498992100,100000005498992100,distributor,0.533,6,0.1138,"Distributes 2,262,868 KZT outward to 16 distinct recipient accounts across the network.",0,16,0.0,2262868.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005519347100,100000005519347100,peripheral,0.3,2,0.1295,"Peripheral flow node with 3 active links (73,100 KZT in, 99,000 KZT out).",2,1,73100.0,99000.0,0.0005567200012967697,1.3543091655266757,0,True,False,False,False,False,240.0
100000005523088100,100000005523088100,terminal,0.5,2,0.1712,"Genuine endpoint (depth 0): received 700,000 KZT from 1 payers with 0 outgoing transfers.",1,0,700000.0,0.0,0.0017206377268585411,0.0,0,True,False,False,False,False,
100000005543136100,100000005543136100,peripheral,0.3,11,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 10,000 KZT out).",0,1,0.0,10000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005550592100,100000005550592100,terminal,0.5,74,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005560900100,100000005560900100,terminal,0.5,75,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005568407100,100000005568407100,terminal,0.5,76,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000005668605100,100000005668605100,terminal,1.0,5,0.1492,"Genuine endpoint (depth 0): received 94,500 KZT from 3 payers with 0 outgoing transfers.",3,0,94500.0,0.0,0.0008383018688148934,0.0,0,True,False,False,False,False,
100000005744674100,100000005744674100,peripheral,0.3,2,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 50,066 KZT out).",0,1,0.0,50066.0,0.0002855692942172909,,0,True,False,False,False,False,
100000006232815100,100000006232815100,peripheral,0.3,59,0.1246,"Peripheral flow node with 6 active links (160,000 KZT in, 296,500 KZT out).",1,5,160000.0,296500.0,0.0005566536352336269,1.853125,0,True,False,True,False,False,-240.0
100000006249740100,100000006249740100,peripheral,0.3,51,0.1026,"Peripheral flow node with 3 active links (0 KZT in, 93,007 KZT out).",0,3,0.0,93007.0,0.0002855692942172909,,0,True,False,False,False,False,
100000006831291100,100000006831291100,peripheral,0.3,52,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 15,000 KZT out).",0,1,0.0,15000.0,0.0002855692942172909,,0,True,False,False,False,True,
100000006866783100,100000006866783100,coordinator,1.0,0,0.6064,"High betweenness (0.0060) bridging 80 counterparties across clusters. Volume: 4,786,849 KZT; return cycle detected.",13,67,838812.0,3948037.0,0.0008703719471294018,4.706700667133994,0,True,False,True,True,False,0.0
100000007018630100,100000007018630100,peripheral,0.3,58,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 200,000 KZT out).",0,1,0.0,200000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000007747786100,100000007747786100,distributor,1.0,6,0.1267,"Distributes 4,238,009 KZT outward to 31 distinct recipient accounts across the network.",0,31,0.0,4238009.4,0.0002855692942172909,,0,True,False,False,False,False,
100000007982728100,100000007982728100,peripheral,0.3,6,0.1069,"Peripheral flow node with 8 active links (0 KZT in, 1,804,384 KZT out).",0,8,0.0,1804384.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008117324100,100000008117324100,terminal,0.5,77,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008205000100,100000008205000100,terminal,0.5,78,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008314203100,100000008314203100,transit,0.64,16,0.1279,"Receives from 2 payers (382,076 KZT), passes through 86% (327,000 KZT) to 2 accounts.",2,2,382076.0,327000.0,0.0005029908624026965,0.8558506684533967,0,True,False,True,False,False,-120.0
100000008418835100,100000008418835100,coordinator,1.0,2,0.155,"High betweenness (0.0003) bridging 5 counterparties across clusters. Volume: 1,558,179 KZT.",1,4,1372000.0,186179.0,0.0005285862410602083,0.13569897959183674,0,True,False,False,False,False,264.0
100000008513251100,100000008513251100,terminal,0.5,79,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008516839100,100000008516839100,terminal,1.0,5,0.1593,"Genuine endpoint (depth 0): received 155,000 KZT from 3 payers with 0 outgoing transfers.",3,0,155000.0,0.0,0.0010695838614429962,0.0,0,True,False,False,False,False,
100000008522127100,100000008522127100,peripheral,0.3,19,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 145,000 KZT out).",0,1,0.0,145000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008571433100,100000008571433100,peripheral,0.3,57,0.1771,"Peripheral flow node with 4 active links (350,000 KZT in, 1,434,000 KZT out).",2,2,350000.0,1434000.0,0.0016264807087207904,4.097142857142857,0,True,False,True,True,False,24.0
100000008575624100,100000008575624100,peripheral,0.3,45,0.1026,"Peripheral flow node with 3 active links (0 KZT in, 89,500 KZT out).",0,3,0.0,89500.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008601794100,100000008601794100,peripheral,0.3,42,0.2087,"Peripheral flow node with 3 active links (494,400 KZT in, 871,400 KZT out).",2,1,494400.0,871400.0,0.002367779758018107,1.7625404530744337,0,True,False,True,False,False,-312.0
100000008637537100,100000008637537100,peripheral,0.3,16,0.1544,"Peripheral flow node with 6 active links (619,890 KZT in, 2,351,495 KZT out).",3,3,619890.0,2351495.0,0.0008287331534345293,3.793406894771653,0,True,False,True,True,False,0.0
100000008650785100,100000008650785100,peripheral,0.3,2,0.1336,"Peripheral flow node with 4 active links (92,000 KZT in, 120,120 KZT out).",2,2,92000.0,120120.0,0.0006125210138081811,1.3056521739130436,0,True,False,False,True,False,24.0
100000008654653100,100000008654653100,peripheral,0.3,2,0.1009,"Peripheral flow node with 1 active links (0 KZT in, 54,000 KZT out).",0,1,0.0,54000.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008659445100,100000008659445100,peripheral,0.3,43,0.2221,"Peripheral flow node with 7 active links (138,490 KZT in, 875,150 KZT out).",3,4,138490.0,875150.0,0.0024238038911821246,6.319228825185934,0,True,False,True,False,False,168.0
100000008669037100,100000008669037100,terminal,0.5,80,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008673001100,100000008673001100,terminal,0.5,5,0.1164,"Genuine endpoint (depth 0): received 80,000 KZT from 1 payers with 0 outgoing transfers.",1,0,80000.0,0.0,0.0004689783107025115,0.0,0,True,False,False,False,False,
100000008680731100,100000008680731100,distributor,0.9,13,0.1233,"Distributes 1,464,354 KZT outward to 27 distinct recipient accounts across the network.",0,27,0.0,1464354.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008701222100,100000008701222100,terminal,0.5,81,0.1,Genuine endpoint (depth 0): received 0 KZT from 0 payers with 0 outgoing transfers.,0,0,0.0,0.0,0.0002855692942172909,,0,True,False,False,False,False,
100000008738325100,100000008738325100,peripheral,0.3,5,0.1198,"Peripheral flow node with 2 active links (36,550 KZT in, 54,000 KZT out).",1,1,36550.0,54000.0,0.0005285862410602083,1.4774281805745555,0,True,False,False,False,False,-48.0
100000003134937100,100000003134937100,terminal,0.5,2,0.0084,"Genuine endpoint (depth 1): received 10,286 KZT from 1 payers with 0 outgoing transfers.",1,0,10286.0,0.0,0.000286675224915866,0.0,1,False,False,False,False,False,
100000005074393100,100000005074393100,coordinator,1.0,11,0.093,"High betweenness (0.0002) bridging 10 counterparties across clusters. Volume: 1,248,526 KZT; return cycle detected.",4,6,563026.0,685500.0,0.0010600834163353942,1.2175281425724567,1,False,False,True,False,False,-72.0
100000001924185100,100000001924185100,terminal,0.667,24,0.0177,"Genuine endpoint (depth 1): received 151,000 KZT from 2 payers with 0 outgoing transfers.",2,0,151000.0,0.0,0.0003102198760278653,0.0,1,False,False,False,False,False,
100000004070318100,100000004070318100,coordinator,1.0,16,0.1515,"High betweenness (0.0021) bridging 23 counterparties across clusters. Volume: 759,107 KZT; return cycle detected.",4,19,207246.55,551860.0,0.00031412234761755547,2.662818753798314,1,False,False,True,False,False,-24.0
100000005807278100,100000005807278100,terminal,0.5,36,0.0087,"Genuine endpoint (depth 1): received 8,385 KZT from 1 payers with 0 outgoing transfers.",1,0,8385.0,0.0,0.0002929553322377627,0.0,1,False,False,False,False,False,
100000003377795100,100000003377795100,terminal,0.5,6,0.0084,"Genuine endpoint (depth 1): received 7,000 KZT from 1 payers with 0 outgoing transfers.",1,0,7000.0,0.0,0.00028597068988854644,0.0,1,False,False,False,False,False,
100000004330371100,100000004330371100,peripheral,0.3,2,0.0738,"Peripheral flow node with 4 active links (264,171 KZT in, 90,681 KZT out).",2,2,264171.0,90681.0,0.00125427193015661,0.3432662934235779,1,False,False,True,True,False,0.0
100000008165763100,100000008165763100,coordinator,1.0,12,0.2075,"High betweenness (0.0003) bridging 32 counterparties across clusters. Volume: 2,433,673 KZT.",15,17,1165815.0,1267858.0,0.0009102399259160802,1.087529324978663,1,False,False,False,False,False,-48.0
100000001684867100,100000001684867100,terminal,0.5,2,0.0085,"Genuine endpoint (depth 1): received 30,550 KZT from 1 payers with 0 outgoing transfers.",1,0,30550.0,0.0,0.00028885397075253017,0.0,1,False,False,False,False,False,
100000003900547100,100000003900547100,terminal,0.5,2,0.0084,"Genuine endpoint (depth 1): received 23,700 KZT from 1 payers with 0 outgoing transfers.",1,0,23700.0,0.0,0.00028811747208587257,0.0,1,False,False,False,False,False,
100000006656003100,100000006656003100,peripheral,0.3,32,0.0094,"Peripheral flow node with 2 active links (20,000 KZT in, 9,000 KZT out).",1,1,20000.0,9000.0,0.0002897670599476741,0.45,1,False,False,True,True,False,0.0
100000008237827100,100000008237827100,terminal,0.5,12,0.0087,"Genuine endpoint (depth 1): received 40,001 KZT from 1 payers with 0 outgoing transfers.",1,0,40001.0,0.0,0.00029357895180421055,0.0,1,False,False,False,False,False,
100000003014659100,100000003014659100,terminal,0.5,24,0.0102,"Genuine endpoint (depth 1): received 280,000 KZT from 1 payers with 0 outgoing transfers.",1,0,280000.0,0.0,0.0003280369433880595,0.0,1,False,False,False,False,False,
100000007939160100,100000007939160100,peripheral,0.3,54,0.0267,"Peripheral flow node with 3 active links (795,000 KZT in, 14,300 KZT out).",1,2,795000.0,14300.0,0.0006653456234025181,0.017987421383647798,1,False,False,True,False,False,-264.0
100000007274584100,100000007274584100,terminal,0.5,12,0.0087,"Genuine endpoint (depth 1): received 38,000 KZT from 1 payers with 0 outgoing transfers.",1,0,38000.0,0.0,0.0002931782787002525,0.0,1,False,False,False,False,False,
100000001524952100,100000001524952100,terminal,0.5,0,0.0092,"Genuine endpoint (depth 1): received 103,807 KZT from 1 payers with 0 outgoing transfers.",1,0,103807.0,0.0,0.00030504892931036134,0.0,1,False,False,False,False,False,
100000003131693100,100000003131693100,terminal,0.5,12,0.0114,"Genuine endpoint (depth 1): received 353,277 KZT from 1 payers with 0 outgoing transfers.",1,0,353277.0,0.0,0.0003563082208274809,0.0,1,False,False,False,False,False,
100000008383405100,100000008383405100,terminal,0.5,23,0.0092,"Genuine endpoint (depth 1): received 25,000 KZT from 1 payers with 0 outgoing transfers.",1,0,25000.0,0.0,0.0003060252661737654,0.0,1,False,False,False,False,False,
100000008736173100,100000008736173100,terminal,0.5,32,0.0086,"Genuine endpoint (depth 1): received 31,060 KZT from 1 payers with 0 outgoing transfers.",1,0,31060.0,0.0,0.000292088424396576,0.0,1,False,False,False,False,False,
100000002861485100,100000002861485100,terminal,0.5,2,0.0085,"Genuine endpoint (depth 1): received 29,323 KZT from 1 payers with 0 outgoing transfers.",1,0,29323.0,0.0,0.00028872204610085294,0.0,1,False,False,False,False,False,
100000008745474100,100000008745474100,terminal,0.5,32,0.0087,"Genuine endpoint (depth 1): received 40,559 KZT from 1 payers with 0 outgoing transfers.",1,0,40559.0,0.0,0.0002940821532302215,0.0,1,False,False,False,False,False,
100000008691330100,100000008691330100,terminal,0.5,32,0.0085,"Genuine endpoint (depth 1): received 21,440 KZT from 1 payers with 0 outgoing transfers.",1,0,21440.0,0.0,0.0002900692990802617,0.0,1,False,False,False,False,False,
100000007639767100,100000007639767100,coordinator,1.0,5,0.1616,"High betweenness (0.0025) bridging 14 counterparties across clusters. Volume: 913,157 KZT; return cycle detected.",4,10,90913.0,822244.0,0.000301440039227222,9.044295095310902,1,False,False,True,False,False,-168.0
100000002921047100,100000002921047100,peripheral,0.3,6,0.0197,"Peripheral flow node with 3 active links (338,000 KZT in, 163,000 KZT out).",2,1,338000.0,163000.02,0.00031704809387447845,0.48224857988165676,1,False,False,False,False,False,408.0
100000004783447100,100000004783447100,terminal,0.5,32,0.0086,"Genuine endpoint (depth 1): received 26,200 KZT from 1 payers with 0 outgoing transfers.",1,0,26200.0,0.0,0.0002910683673240929,0.0,1,False,False,False,False,False,
100000008696919100,100000008696919100,terminal,0.5,32,0.0086,"Genuine endpoint (depth 1): received 31,945 KZT from 1 payers with 0 outgoing transfers.",1,0,31945.0,0.0,0.00029227417553014546,0.0,1,False,False,False,False,False,
100000008736940100,100000008736940100,peripheral,0.3,43,0.1208,"Peripheral flow node with 6 active links (451,090 KZT in, 182,100 KZT out).",3,3,451090.0,182100.0,0.002414156749076467,0.40368884258130305,1,False,False,True,True,False,0.0
100000005940652100,100000005940652100,terminal,0.5,16,0.0084,"Genuine endpoint (depth 1): received 8,395 KZT from 1 payers with 0 outgoing transfers.",1,0,8395.0,0.0,0.00028808836221548404,0.0,1,False,False,False,False,False,
100000004180097100,100000004180097100,coordinator,1.0,15,0.0745,"High betweenness (0.0003) bridging 6 counterparties across clusters. Volume: 152,654 KZT; return cycle detected.",3,3,104854.0,47800.0,0.0008565318930578582,0.4558719743643542,1,False,False,True,False,True,264.0
100000005539201100,100000005539201100,peripheral,0.3,2,0.011,"Peripheral flow node with 2 active links (45,504 KZT in, 25,000 KZT out).",1,1,45504.0,25000.0,0.0002904617957249677,0.5494022503516175,1,False,False,False,False,False,-96.0
100000005620225100,100000005620225100,terminal,0.667,0,0.0171,"Genuine endpoint (depth 1): received 49,846 KZT from 2 payers with 0 outgoing transfers.",2,0,49845.66,0.0,0.000296236243145001,0.0,1,False,False,False,False,False,
100000004388353100,100000004388353100,terminal,0.667,24,0.0191,"Genuine endpoint (depth 1): received 62,960 KZT from 2 payers with 0 outgoing transfers.",2,0,62960.0,0.0,0.00034075907407916386,0.0,1,False,False,False,False,False,
100000007442518100,100000007442518100,coordinator,1.0,25,0.0864,"High betweenness (0.0003) bridging 14 counterparties across clusters. Volume: 4,929,999 KZT; return cycle detected.",5,9,510000.0,4419999.0,0.0006487732246506228,8.666664705882352,1,False,False,True,False,False,264.0
100000000267734100,100000000267734100,peripheral,0.3,6,0.0339,"Peripheral flow node with 9 active links (180,000 KZT in, 282,000 KZT out).",2,7,180000.0,282000.0,0.0005373190777888428,1.5666666666666667,1,False,False,True,False,False,336.0
100000001987030100,100000001987030100,peripheral,0.3,6,0.0201,"Peripheral flow node with 3 active links (30,864 KZT in, 19,000 KZT out).",2,1,30864.0,19000.0,0.0002938727535543705,0.6156039398652151,1,False,False,False,False,False,312.0
100000002603478100,100000002603478100,terminal,0.5,13,0.0085,"Genuine endpoint (depth 1): received 23,500 KZT from 1 payers with 0 outgoing transfers.",1,0,23500.0,0.0,0.0002894692379814412,0.0,1,False,False,False,False,False,
100000001380054100,100000001380054100,peripheral,0.3,62,0.0382,"Peripheral flow node with 5 active links (127,050 KZT in, 360,000 KZT out).",2,3,127050.0,360000.0,0.0007164305424822365,2.833530106257379,1,False,False,True,True,False,0.0
100000002992171100,100000002992171100,terminal,0.5,32,0.0085,"Genuine endpoint (depth 1): received 14,627 KZT from 1 payers with 0 outgoing transfers.",1,0,14627.0,0.0,0.0002886393301842066,0.0,1,False,False,False,False,False,
100000002781227100,100000002781227100,transit,0.722,19,0.1138,"Receives from 2 payers (191,168 KZT), passes through 111% (212,420 KZT) to 3 accounts.",2,3,191167.62,212420.0,0.0023265921896669568,1.1111714421092862,1,False,False,True,False,True,264.0
100000008745643100,100000008745643100,terminal,0.5,32,0.0085,"Genuine endpoint (depth 1): received 20,313 KZT from 1 payers with 0 outgoing transfers.",1,0,20313.0,0.0,0.0002898327549813546,0.0,1,False,False,False,False,False,
100000002836736100,100000002836736100,terminal,0.667,6,0.0239,"Genuine endpoint (depth 1): received 509,000 KZT from 2 payers with 0 outgoing transfers.",2,0,509000.0,0.0,0.0004517900546889058,0.0,1,False,False,False,False,False,
100000004188160100,100000004188160100,coordinator,1.0,11,0.1349,"High betweenness (0.0025) bridging 7 counterparties across clusters. Volume: 221,708 KZT; return cycle detected.",2,5,87862.0,133846.0,0.0002968274021349181,1.5233661878855478,1,False,False,True,False,False,432.0
